FFMC	DMC	DC	ISI	temp	RH	wind	rain	area
9.160E+01	1.813E+02	6.130E+02	7.600E+00	1.930E+01	6.100E+01	4.900E+00	0.000E+00	0.000E+00
9.520E+01	2.177E+02	6.900E+02	1.800E+01	2.340E+01	4.900E+01	5.400E+00	0.000E+00	6.430E+00
9.050E+01	1.968E+02	6.499E+02	1.630E+01	1.180E+01	8.800E+01	4.900E+00	0.000E+00	9.710E+00
9.150E+01	2.382E+02	7.306E+02	7.500E+00	1.770E+01	6.500E+01	4.000E+00	0.000E+00	0.000E+00
8.940E+01	2.662E+02	8.033E+02	5.600E+00	1.740E+01	5.400E+01	3.100E+00	0.000E+00	0.000E+00
9.160E+01	2.484E+02	7.538E+02	6.300E+00	1.680E+01	5.600E+01	3.100E+00	0.000E+00	0.000E+00
9.460E+01	1.600E+02	5.672E+02	1.670E+01	1.790E+01	4.800E+01	2.700E+00	0.000E+00	0.000E+00
9.160E+01	2.484E+02	7.538E+02	6.300E+00	1.660E+01	5.900E+01	2.700E+00	0.000E+00	0.000E+00
9.170E+01	1.914E+02	6.359E+02	7.800E+00	1.990E+01	5.000E+01	4.000E+00	0.000E+00	8.275E+01
9.370E+01	2.311E+02	7.151E+02	8.400E+00	1.890E+01	6.400E+01	4.900E+00	0.000E+00	3.320E+00
9.160E+01	2.738E+02	8.191E+02	7.700E+00	1.550E+01	7.200E+01	8.000E+00	0.000E+00	1.940E+00
9.370E+01	2.311E+02	7.151E+02	8.400E+00	1.890E+01	6.400E+01	4.900E+00	0.000E+00	0.000E+00
9.370E+01	2.311E+02	7.151E+02	8.400E+00	1.890E+01	6.400E+01	4.900E+00	0.000E+00	0.000E+00
9.100E+01	2.763E+02	8.251E+02	7.100E+00	1.450E+01	7.600E+01	7.600E+00	0.000E+00	3.710E+00
7.510E+01	4.400E+00	1.620E+01	1.900E+00	4.600E+00	8.200E+01	6.300E+00	0.000E+00	5.390E+00
7.510E+01	4.400E+00	1.620E+01	1.900E+00	5.100E+00	7.700E+01	5.400E+00	0.000E+00	2.140E+00
7.950E+01	3.600E+00	1.530E+01	1.800E+00	4.600E+00	5.900E+01	9.000E-01	0.000E+00	6.840E+00
8.720E+01	1.510E+01	3.690E+01	7.100E+00	1.020E+01	4.500E+01	5.800E+00	0.000E+00	3.180E+00
9.020E+01	1.850E+01	4.110E+01	7.300E+00	1.120E+01	4.100E+01	5.400E+00	0.000E+00	5.550E+00
9.130E+01	2.060E+01	4.350E+01	8.500E+00	1.330E+01	2.700E+01	3.600E+00	0.000E+00	6.610E+00
9.100E+01	1.460E+01	2.560E+01	1.230E+01	1.370E+01	3.300E+01	9.400E+00	0.000E+00	6.113E+01
9.100E+01	1.460E+01	2.560E+01	1.230E+01	1.760E+01	2.700E+01	5.800E+00	0.000E+00	0.000E+00
8.960E+01	2.540E+01	7.370E+01	5.700E+00	1.800E+01	4.000E+01	4.000E+00	0.000E+00	3.848E+01
8.820E+01	9.620E+01	2.290E+02	4.700E+00	1.430E+01	7.900E+01	4.000E+00	0.000E+00	1.940E+00
9.050E+01	6.110E+01	2.526E+02	9.400E+00	2.450E+01	5.000E+01	3.100E+00	0.000E+00	7.032E+01
9.300E+01	1.038E+02	3.167E+02	1.080E+01	2.640E+01	3.500E+01	2.700E+00	0.000E+00	1.008E+01
9.370E+01	1.217E+02	3.502E+02	1.800E+01	2.270E+01	4.000E+01	9.400E+00	0.000E+00	3.190E+00
9.350E+01	8.530E+01	3.950E+02	9.900E+00	2.720E+01	2.800E+01	1.300E+00	0.000E+00	1.760E+00
9.370E+01	1.013E+02	4.234E+02	1.470E+01	2.610E+01	4.500E+01	4.000E+00	0.000E+00	7.360E+00
9.370E+01	1.013E+02	4.234E+02	1.470E+01	1.820E+01	8.200E+01	4.500E+00	0.000E+00	2.210E+00
8.920E+01	1.039E+02	4.316E+02	6.400E+00	2.260E+01	5.700E+01	4.900E+00	0.000E+00	2.785E+02
9.320E+01	1.144E+02	5.600E+02	9.500E+00	3.020E+01	2.500E+01	4.500E+00	0.000E+00	2.750E+00
9.320E+01	1.144E+02	5.600E+02	9.500E+00	3.020E+01	2.200E+01	4.900E+00	0.000E+00	0.000E+00
9.490E+01	1.303E+02	5.871E+02	1.410E+01	2.340E+01	4.000E+01	5.800E+00	0.000E+00	1.290E+00
9.490E+01	1.303E+02	5.871E+02	1.410E+01	3.100E+01	2.700E+01	5.400E+00	0.000E+00	0.000E+00
9.490E+01	1.303E+02	5.871E+02	1.410E+01	3.310E+01	2.500E+01	4.000E+00	0.000E+00	2.643E+01
9.500E+01	1.355E+02	5.963E+02	2.130E+01	3.060E+01	2.800E+01	3.600E+00	0.000E+00	2.070E+00
9.510E+01	1.413E+02	6.058E+02	1.770E+01	2.410E+01	4.300E+01	6.300E+00	0.000E+00	2.000E+00
9.510E+01	1.413E+02	6.058E+02	1.770E+01	2.640E+01	3.400E+01	3.600E+00	0.000E+00	1.640E+01
9.510E+01	1.413E+02	6.058E+02	1.770E+01	1.940E+01	7.100E+01	7.600E+00	0.000E+00	4.670E+01
9.510E+01	1.413E+02	6.058E+02	1.770E+01	2.060E+01	5.800E+01	1.300E+00	0.000E+00	0.000E+00
9.510E+01	1.413E+02	6.058E+02	1.770E+01	2.870E+01	3.300E+01	4.000E+00	0.000E+00	0.000E+00
9.580E+01	1.520E+02	6.241E+02	1.380E+01	3.240E+01	2.100E+01	4.500E+00	0.000E+00	0.000E+00
9.590E+01	1.580E+02	6.336E+02	1.130E+01	3.240E+01	2.700E+01	2.200E+00	0.000E+00	0.000E+00
9.590E+01	1.580E+02	6.336E+02	1.130E+01	2.750E+01	2.900E+01	4.500E+00	0.000E+00	4.332E+01
9.600E+01	1.640E+02	6.430E+02	1.400E+01	3.080E+01	3.000E+01	4.900E+00	0.000E+00	8.590E+00
9.620E+01	1.755E+02	6.618E+02	1.680E+01	2.390E+01	4.200E+01	2.200E+00	0.000E+00	0.000E+00
9.620E+01	1.755E+02	6.618E+02	1.680E+01	3.260E+01	2.600E+01	3.100E+00	0.000E+00	2.770E+00
9.610E+01	1.811E+02	6.712E+02	1.430E+01	3.230E+01	2.700E+01	2.200E+00	0.000E+00	1.468E+01
9.610E+01	1.811E+02	6.712E+02	1.430E+01	3.330E+01	2.600E+01	2.700E+00	0.000E+00	4.054E+01
9.610E+01	1.811E+02	6.712E+02	1.430E+01	2.730E+01	6.300E+01	4.900E+00	6.400E+00	1.082E+01
9.610E+01	1.811E+02	6.712E+02	1.430E+01	2.160E+01	6.500E+01	4.900E+00	8.000E-01	0.000E+00
9.610E+01	1.811E+02	6.712E+02	1.430E+01	2.160E+01	6.500E+01	4.900E+00	8.000E-01	0.000E+00
9.610E+01	1.811E+02	6.712E+02	1.430E+01	2.070E+01	6.900E+01	4.900E+00	4.000E-01	0.000E+00
9.450E+01	1.394E+02	6.891E+02	2.000E+01	2.920E+01	3.000E+01	4.900E+00	0.000E+00	1.950E+00
9.450E+01	1.394E+02	6.891E+02	2.000E+01	2.890E+01	2.900E+01	4.900E+00	0.000E+00	4.959E+01
9.100E+01	1.632E+02	7.444E+02	1.010E+01	2.670E+01	3.500E+01	1.800E+00	0.000E+00	5.800E+00
9.100E+01	1.669E+02	7.526E+02	7.100E+00	1.850E+01	7.300E+01	8.500E+00	0.000E+00	0.000E+00
9.100E+01	1.669E+02	7.526E+02	7.100E+00	2.590E+01	4.100E+01	3.600E+00	0.000E+00	0.000E+00
9.100E+01	1.669E+02	7.526E+02	7.100E+00	2.590E+01	4.100E+01	3.600E+00	0.000E+00	0.000E+00
9.100E+01	1.669E+02	7.526E+02	7.100E+00	2.110E+01	7.100E+01	7.600E+00	1.400E+00	2.170E+00
9.100E+01	1.669E+02	7.526E+02	7.100E+00	1.820E+01	6.200E+01	5.400E+00	0.000E+00	4.300E-01
8.160E+01	5.670E+01	6.656E+02	1.900E+00	2.780E+01	3.500E+01	2.700E+00	0.000E+00	0.000E+00
8.160E+01	5.670E+01	6.656E+02	1.900E+00	2.780E+01	3.200E+01	2.700E+00	0.000E+00	6.440E+00
8.160E+01	5.670E+01	6.656E+02	1.900E+00	2.190E+01	7.100E+01	5.800E+00	0.000E+00	5.429E+01
8.160E+01	5.670E+01	6.656E+02	1.900E+00	2.120E+01	7.000E+01	6.700E+00	0.000E+00	1.116E+01
9.440E+01	1.460E+02	6.147E+02	1.130E+01	2.560E+01	4.200E+01	4.000E+00	0.000E+00	0.000E+00
7.950E+01	3.000E+00	1.067E+02	1.100E+00	1.180E+01	3.100E+01	4.500E+00	0.000E+00	0.000E+00
